edad	trabajo	estciv	educacion	mora	balance	vivienda	prestamo	contacto	dia	mes	duracion	campana	pdias	previo	presultado	y
38	unemployed	married	primaria	no	1147	si	si	desconocido	8	may	249	5	-1	0	desconocido	no
35	management	married	terciario	no	4286	si	no	desconocido	9	may	357	1	-1	0	desconocido	no
38	admin.	married	terciario	no	605	no	no	celular	18	nov	147	2	-1	0	desconocido	no
49	blue-collar	married	secundaria	no	8545	si	si	celular	6	may	199	7	167	1	fracaso	no
55	management	married	desconocido	no	559	no	no	celular	28	jan	271	2	-1	0	desconocido	no
43	blue-collar	single	primaria	no	2	si	no	celular	30	jul	783	3	-1	0	desconocido	no
43	management	married	terciario	no	2	no	si	celular	20	aug	472	2	-1	0	desconocido	no
25	admin.	single	terciario	no	760	si	no	celular	27	may	223	3	89	2	fracaso	si
30	blue-collar	married	primaria	no	1317	si	no	desconocido	21	may	395	2	-1	0	desconocido	no
46	blue-collar	married	secundaria	no	182	no	no	celular	4	feb	56	1	-1	0	desconocido	no
50	admin.	married	primaria	no	276	no	si	desconocido	17	jun	641	6	-1	0	desconocido	no
35	entrepreneur	married	secundaria	no	2971	no	no	celular	4	may	429	4	164	2	fracaso	si
26	unemployed	single	secundaria	no	1064	no	no	desconocido	31	may	113	1	-1	0	desconocido	no
45	admin.	married	desconocido	no	1783	no	no	desconocido	20	jun	11	11	-1	0	desconocido	no
37	blue-collar	married	secundaria	no	-67	no	no	celular	2	feb	157	1	-1	0	desconocido	no
60	self-employed	single	terciario	no	179	no	si	celular	29	jul	79	4	-1	0	desconocido	no
38	management	married	terciario	no	1199	no	no	celular	4	aug	178	1	1	1	éxito	si
47	blue-collar	married	primaria	no	214	si	si	desconocido	9	jun	168	1	-1	0	desconocido	no
33	technician	married	secundaria	no	6699	no	no	celular	9	nov	425	1	462	1	fracaso	no
51	unemployed	married	secundaria	no	1760	no	si	celular	19	nov	162	1	-1	0	desconocido	no
35	entrepreneur	single	terciario	no	145	si	no	celular	18	jul	799	2	-1	0	desconocido	si
35	unemployed	married	secundaria	no	978	no	no	celular	29	dec	1370	3	209	3	éxito	si
48	admin.	single	secundaria	no	1150	si	no	desconocido	28	may	357	1	-1	0	desconocido	no
37	admin.	married	secundaria	no	121	no	no	celular	22	jul	22	6	-1	0	desconocido	no
29	technician	single	terciario	no	828	si	no	celular	16	apr	215	3	321	3	otro	no
34	admin.	married	secundaria	no	244	si	no	celular	31	jul	56	4	-1	0	desconocido	no
32	services	married	primaria	no	228	si	no	celular	21	jul	1017	6	-1	0	desconocido	si
30	management	single	terciario	no	424	no	no	celular	16	apr	298	4	-1	0	desconocido	si
47	management	divorced	terciario	no	447	no	si	desconocido	7	may	126	1	-1	0	desconocido	no
33	blue-collar	married	primaria	no	-195	no	no	desconocido	20	sep	9	1	-1	0	desconocido	no
33	management	single	terciario	no	1410	si	no	celular	5	feb	8	1	254	5	fracaso	no
63	retired	married	primaria	no	1084	no	no	celular	14	oct	201	1	183	1	éxito	no
51	self-employed	divorced	primaria	no	10924	no	no	celular	6	may	106	2	-1	0	desconocido	no
41	management	married	terciario	no	832	si	si	celular	21	nov	164	1	176	1	fracaso	no
56	retired	married	terciario	no	478	no	no	celular	5	feb	97	1	-1	0	desconocido	no
60	management	single	terciario	no	0	no	si	celular	23	jul	151	1	-1	0	desconocido	no
41	self-employed	single	terciario	no	3950	si	no	desconocido	30	may	96	2	-1	0	desconocido	no
37	management	single	desconocido	no	504	si	no	celular	16	apr	555	1	-1	0	desconocido	no
36	blue-collar	single	secundaria	no	219	si	si	celular	11	may	270	2	347	1	fracaso	no
57	management	married	terciario	no	1602	no	no	celular	29	jul	339	3	-1	0	desconocido	no
55	management	married	primaria	no	2587	no	no	celular	4	sep	328	2	94	2	éxito	si
44	admin.	married	secundaria	no	0	si	si	desconocido	16	may	159	1	-1	0	desconocido	no
47	self-employed	married	terciario	no	2303	si	no	celular	6	may	323	2	364	1	fracaso	no
31	blue-collar	married	secundaria	no	1660	si	no	celular	20	apr	342	1	-1	0	desconocido	no
35	management	married	terciario	si	32	si	no	celular	21	nov	180	1	-1	0	desconocido	no
39	management	married	terciario	no	278	no	si	celular	28	jul	60	3	-1	0	desconocido	no
50	management	married	terciario	no	4	no	no	celular	17	nov	223	1	96	2	fracaso	no
29	management	married	terciario	no	318	si	no	celular	18	may	1434	2	356	4	fracaso	no
30	services	single	secundaria	no	209	si	no	desconocido	6	may	30	2	-1	0	desconocido	no
46	services	married	secundaria	no	271	si	no	desconocido	16	may	134	4	-1	0	desconocido	no
27	management	single	desconocido	no	3196	no	no	celular	9	feb	10	2	-1	0	desconocido	no
48	admin.	divorced	secundaria	no	4099	no	no	celular	2	apr	397	2	-1	0	desconocido	si
26	student	single	secundaria	no	2572	si	no	celular	5	may	620	1	-1	0	desconocido	no
36	management	single	terciario	no	339	no	no	celular	21	nov	6	6	-1	0	desconocido	no
42	blue-collar	married	primaria	no	0	si	si	celular	7	may	209	2	-1	0	desconocido	no
50	housemaid	married	primaria	no	395	si	no	desconocido	15	may	419	2	-1	0	desconocido	no
49	blue-collar	married	secundaria	no	2039	si	no	celular	18	nov	283	2	-1	0	desconocido	no
45	management	married	terciario	no	5450	no	no	celular	8	aug	188	2	-1	0	desconocido	no
23	student	single	secundaria	no	780	no	no	celular	16	sep	267	1	-1	0	desconocido	no
38	technician	single	secundaria	no	0	si	no	celular	7	apr	196	2	-1	0	desconocido	no
32	management	single	terciario	no	8436	si	no	celular	17	apr	245	1	149	2	fracaso	no
60	technician	single	primaria	no	11262	no	no	celular	26	aug	323	1	-1	0	desconocido	si
30	entrepreneur	married	secundaria	no	946	si	no	celular	19	nov	1065	1	183	1	otro	no
58	housemaid	married	terciario	no	497	no	no	desconocido	11	jun	138	5	-1	0	desconocido	no
60	retired	married	primaria	no	55	no	no	celular	4	jun	207	1	-1	0	desconocido	no
38	services	married	secundaria	no	-140	no	no	desconocido	25	jun	456	3	-1	0	desconocido	no
51	technician	married	secundaria	no	-379	si	no	celular	5	aug	261	1	-1	0	desconocido	no
42	admin.	married	secundaria	no	-396	si	no	celular	11	may	80	1	308	4	fracaso	no
30	services	single	secundaria	no	0	si	no	celular	18	may	131	6	363	9	fracaso	no
40	management	married	primaria	no	733	si	no	desconocido	6	jun	94	7	-1	0	desconocido	no
37	management	married	terciario	no	393	si	no	celular	14	may	567	3	275	4	fracaso	si
53	technician	divorced	primaria	no	7290	si	no	desconocido	30	may	153	1	-1	0	desconocido	no
27	services	single	secundaria	no	468	si	no	celular	13	may	109	1	-1	0	desconocido	no
39	blue-collar	married	secundaria	no	0	si	no	celular	30	apr	53	1	325	1	fracaso	no
39	blue-collar	married	primaria	no	3705	si	no	desconocido	16	jun	77	1	-1	0	desconocido	no
59	retired	married	terciario	no	9676	no	no	teléfono	27	mar	234	2	-1	0	desconocido	si
37	services	married	secundaria	no	1328	si	no	teléfono	13	may	121	2	341	4	fracaso	no
41	blue-collar	married	primaria	no	8	si	no	celular	15	jul	155	2	-1	0	desconocido	no
45	blue-collar	married	primaria	no	61	no	no	celular	17	apr	108	1	-1	0	desconocido	no
48	management	married	terciario	no	6613	no	no	desconocido	17	jun	159	3	-1	0	desconocido	no
48	technician	married	secundaria	no	302	si	no	desconocido	26	may	208	3	-1	0	desconocido	no
32	blue-collar	married	secundaria	no	1005	no	no	celular	12	may	215	1	-1	0	desconocido	no
35	services	married	secundaria	no	109	si	no	desconocido	6	may	597	3	-1	0	desconocido	no
33	management	single	terciario	no	1240	si	no	celular	4	feb	505	2	260	1	otro	no
28	blue-collar	single	primaria	no	0	si	si	desconocido	3	jun	380	4	-1	0	desconocido	no
64	retired	married	desconocido	no	2923	no	no	celular	12	mar	120	1	-1	0	desconocido	no
35	technician	married	secundaria	no	0	no	no	celular	27	aug	106	4	-1	0	desconocido	no
33	blue-collar	married	secundaria	no	43	si	no	celular	14	may	332	2	358	2	fracaso	no
41	technician	married	secundaria	no	288	si	no	desconocido	15	may	221	4	-1	0	desconocido	no
34	admin.	married	secundaria	no	613	si	no	celular	4	jun	80	1	-1	0	desconocido	no
37	technician	single	terciario	no	6101	no	no	celular	4	may	60	5	87	1	éxito	no
38	blue-collar	married	primaria	no	168	si	si	teléfono	13	may	212	3	-1	0	desconocido	no
39	blue-collar	married	primaria	no	7685	si	no	celular	14	apr	493	3	-1	0	desconocido	no
35	technician	divorced	terciario	no	4515	si	no	celular	19	nov	98	2	-1	0	desconocido	no
28	blue-collar	single	secundaria	no	517	no	si	celular	8	jul	681	1	-1	0	desconocido	si
27	blue-collar	single	secundaria	no	148	no	no	celular	22	jul	203	1	-1	0	desconocido	no
48	retired	married	primaria	si	-285	no	si	celular	19	nov	157	1	-1	0	desconocido	no
50	blue-collar	married	secundaria	no	887	no	no	desconocido	16	jun	287	1	-1	0	desconocido	no
45	self-employed	married	secundaria	no	3098	si	no	celular	7	aug	159	2	-1	0	desconocido	no
41	technician	married	terciario	no	744	si	no	desconocido	14	may	125	1	-1	0	desconocido	no
39	technician	married	secundaria	no	130	no	no	celular	8	jul	202	2	-1	0	desconocido	no
44	management	married	secundaria	no	438	si	no	teléfono	8	may	37	3	303	1	fracaso	no
54	admin.	married	secundaria	no	0	no	no	celular	28	jan	161	1	98	2	fracaso	si
49	management	married	terciario	no	322	no	no	celular	6	aug	72	4	-1	0	desconocido	no
34	blue-collar	single	secundaria	no	186	no	no	celular	2	feb	342	1	-1	0	desconocido	no
75	retired	divorced	terciario	no	3810	si	no	celular	16	nov	262	1	183	1	fracaso	si
42	management	married	terciario	no	0	no	no	celular	13	aug	325	2	-1	0	desconocido	no
53	blue-collar	married	secundaria	no	4380	no	no	teléfono	19	aug	223	7	-1	0	desconocido	no
49	management	divorced	terciario	no	755	no	no	celular	31	jul	1212	4	-1	0	desconocido	si
31	services	single	secundaria	no	2070	no	no	celular	29	aug	319	2	-1	0	desconocido	no
45	blue-collar	single	primaria	no	999	no	no	celular	29	jan	182	2	-1	0	desconocido	no
39	self-employed	married	secundaria	no	167	si	si	celular	17	jul	330	1	-1	0	desconocido	no
46	technician	married	secundaria	no	1322	si	si	celular	19	nov	514	1	-1	0	desconocido	no
42	admin.	divorced	secundaria	no	1076	si	no	desconocido	14	may	213	1	-1	0	desconocido	no
37	management	married	terciario	no	502	si	no	celular	7	may	551	1	351	1	fracaso	no
26	technician	single	terciario	no	1216	si	no	celular	16	apr	472	2	-1	0	desconocido	no
37	management	single	terciario	no	876	si	no	celular	15	apr	140	4	327	2	fracaso	no
36	services	single	secundaria	no	342	si	no	desconocido	7	may	142	1	-1	0	desconocido	no
29	blue-collar	single	primaria	no	950	si	no	desconocido	4	jun	135	3	-1	0	desconocido	no
36	blue-collar	married	primaria	no	973	si	si	desconocido	23	may	293	1	-1	0	desconocido	no
26	technician	married	terciario	no	3825	si	no	desconocido	13	may	107	1	-1	0	desconocido	no
32	blue-collar	married	secundaria	no	2366	si	no	desconocido	20	may	127	2	-1	0	desconocido	no
40	management	married	terciario	no	542	si	no	celular	20	nov	1816	1	-1	0	desconocido	no
53	management	married	primaria	no	995	no	no	celular	4	feb	200	3	-1	0	desconocido	no
29	management	married	terciario	no	20	si	no	celular	12	may	418	1	-1	0	desconocido	no
34	technician	single	terciario	no	228	si	no	celular	22	jul	387	4	-1	0	desconocido	no
43	blue-collar	married	secundaria	no	130	no	no	celular	5	may	156	1	337	3	fracaso	no
56	management	married	terciario	no	217	no	si	celular	21	jul	121	2	-1	0	desconocido	no
55	entrepreneur	divorced	terciario	no	0	no	no	desconocido	6	jun	108	2	-1	0	desconocido	no
31	self-employed	married	terciario	no	259	si	no	celular	7	may	47	1	-1	0	desconocido	no
27	admin.	single	secundaria	no	619	si	no	celular	20	apr	16	5	322	4	otro	no
36	management	married	secundaria	no	644	si	no	celular	18	nov	54	2	-1	0	desconocido	no
44	management	married	terciario	no	22	si	no	celular	6	aug	265	2	-1	0	desconocido	no
37	admin.	divorced	terciario	no	4303	si	no	desconocido	23	may	168	1	-1	0	desconocido	no
30	admin.	single	secundaria	no	239	si	no	celular	7	may	115	3	-1	0	desconocido	no
42	technician	single	secundaria	no	275	no	no	celular	26	aug	31	8	-1	0	desconocido	no
30	management	married	terciario	no	1221	si	no	teléfono	25	jul	279	4	-1	0	desconocido	si
62	retired	married	secundaria	no	816	no	no	celular	1	sep	28	2	-1	0	desconocido	no
24	blue-collar	married	secundaria	no	1222	si	no	celular	20	apr	369	1	-1	0	desconocido	no
31	technician	married	secundaria	no	2363	si	no	desconocido	13	may	247	1	-1	0	desconocido	no
66	retired	married	terciario	no	2262	no	no	celular	22	apr	155	1	-1	0	desconocido	no
47	admin.	married	secundaria	no	2	no	no	celular	10	jul	89	1	-1	0	desconocido	no
39	entrepreneur	married	terciario	no	2	si	no	celular	17	nov	180	1	-1	0	desconocido	no
35	technician	married	secundaria	no	4508	si	no	celular	18	nov	854	1	-1	0	desconocido	si
35	admin.	divorced	secundaria	no	-402	si	no	celular	17	apr	46	1	-1	0	desconocido	no
27	technician	married	secundaria	no	1577	si	si	desconocido	28	may	266	2	-1	0	desconocido	no
32	blue-collar	married	secundaria	no	34	si	no	celular	5	may	321	2	-1	0	desconocido	no
44	management	married	terciario	no	795	no	no	celular	28	aug	99	24	-1	0	desconocido	no
42	blue-collar	married	secundaria	no	117	si	no	desconocido	9	may	147	1	-1	0	desconocido	no
34	self-employed	single	terciario	no	5462	no	no	celular	30	apr	430	1	-1	0	desconocido	si
25	services	single	secundaria	no	402	no	si	celular	7	jul	264	1	-1	0	desconocido	no
40	technician	single	secundaria	no	641	no	no	celular	16	jul	156	6	-1	0	desconocido	no
43	management	divorced	terciario	no	36	no	no	celular	26	may	118	1	102	2	fracaso	no
55	unemployed	married	terciario	no	383	no	no	desconocido	6	may	343	3	-1	0	desconocido	no
50	blue-collar	married	secundaria	no	283	si	no	celular	7	aug	226	3	-1	0	desconocido	no
45	management	divorced	terciario	no	0	no	no	desconocido	1	jun	5	1	-1	0	desconocido	no
35	blue-collar	divorced	secundaria	no	3102	si	no	celular	20	nov	138	1	-1	0	desconocido	no
32	blue-collar	married	secundaria	no	889	si	no	celular	10	sep	185	1	99	5	éxito	si
59	housemaid	married	secundaria	no	0	no	no	teléfono	3	feb	722	1	99	4	fracaso	no
34	self-employed	married	secundaria	no	-370	si	no	desconocido	21	may	748	1	-1	0	desconocido	no
39	management	married	terciario	no	-606	si	no	desconocido	26	may	142	1	-1	0	desconocido	no
40	management	single	secundaria	no	10378	si	no	celular	17	nov	523	3	-1	0	desconocido	no
36	blue-collar	single	primaria	no	1313	si	no	desconocido	20	jun	8	10	-1	0	desconocido	no
40	management	married	terciario	no	8969	si	no	celular	17	nov	153	1	-1	0	desconocido	no
55	self-employed	married	secundaria	no	-196	si	no	desconocido	20	may	210	2	-1	0	desconocido	no
38	entrepreneur	married	secundaria	si	15	si	no	celular	10	jul	121	1	-1	0	desconocido	no
61	admin.	married	secundaria	no	4608	no	no	celular	12	mar	212	1	-1	0	desconocido	si
41	management	married	terciario	no	666	si	no	desconocido	21	may	253	3	-1	0	desconocido	no
57	blue-collar	married	primaria	no	452	si	no	desconocido	13	may	139	4	-1	0	desconocido	no
48	blue-collar	married	secundaria	no	149	si	no	desconocido	9	may	71	1	-1	0	desconocido	no
77	retired	married	terciario	no	7802	no	no	teléfono	4	may	421	1	92	2	éxito	si
35	services	married	secundaria	no	1453	si	no	desconocido	28	may	199	1	-1	0	desconocido	no
54	blue-collar	married	secundaria	no	1480	si	no	desconocido	14	may	108	1	-1	0	desconocido	no
37	management	single	desconocido	no	715	si	no	desconocido	20	may	247	2	-1	0	desconocido	no
56	management	single	secundaria	no	237	si	no	teléfono	9	jul	236	4	-1	0	desconocido	no
40	technician	married	secundaria	no	694	si	no	celular	4	feb	97	4	196	5	fracaso	no
40	management	married	terciario	no	0	no	no	celular	14	jul	109	8	-1	0	desconocido	no
54	management	married	terciario	no	55	si	no	celular	2	jun	112	2	-1	0	desconocido	no
55	housemaid	married	primaria	no	136	si	no	desconocido	19	jun	15	10	-1	0	desconocido	no
55	services	divorced	secundaria	si	-404	si	no	celular	22	jul	502	3	-1	0	desconocido	no
52	blue-collar	married	primaria	no	779	si	no	desconocido	16	may	30	3	-1	0	desconocido	no
55	blue-collar	single	primaria	no	1187	si	no	desconocido	2	jun	193	2	-1	0	desconocido	no
33	management	married	terciario	no	641	si	no	celular	13	aug	347	2	-1	0	desconocido	no
52	blue-collar	married	desconocido	no	826	si	no	desconocido	15	may	468	2	-1	0	desconocido	no
33	services	divorced	secundaria	no	991	si	no	desconocido	27	may	148	1	-1	0	desconocido	no
53	admin.	married	secundaria	no	1796	no	no	teléfono	16	mar	295	1	91	2	éxito	si
46	admin.	married	secundaria	no	22	no	no	celular	26	aug	388	6	-1	0	desconocido	si
44	technician	single	secundaria	no	244	si	no	celular	12	aug	1735	4	-1	0	desconocido	si
48	management	divorced	terciario	no	1328	si	no	desconocido	6	may	339	1	-1	0	desconocido	no
50	housemaid	married	secundaria	no	7317	si	no	celular	13	may	172	1	370	1	fracaso	no
34	technician	single	secundaria	no	4943	si	si	celular	19	nov	117	2	-1	0	desconocido	no
38	technician	single	secundaria	no	258	no	si	desconocido	20	jun	587	2	-1	0	desconocido	no
42	management	single	terciario	no	515	si	no	celular	19	nov	501	2	-1	0	desconocido	no
32	management	single	terciario	no	12607	no	no	celular	14	aug	203	5	84	1	fracaso	no
58	admin.	married	secundaria	no	2	si	si	teléfono	25	jul	282	9	-1	0	desconocido	no
31	management	married	terciario	no	13	no	no	celular	28	aug	110	5	-1	0	desconocido	no
19	student	single	primaria	no	103	no	no	celular	10	jul	104	2	-1	0	desconocido	si
41	management	married	terciario	no	3872	no	no	celular	15	oct	231	1	-1	0	desconocido	no
31	unemployed	married	secundaria	no	296	si	no	desconocido	20	may	378	3	-1	0	desconocido	no
52	self-employed	single	primaria	no	217	no	si	celular	15	jul	193	6	-1	0	desconocido	no
42	self-employed	divorced	terciario	no	360	si	no	desconocido	24	jun	110	5	-1	0	desconocido	no
41	blue-collar	single	secundaria	no	428	si	no	celular	12	may	92	1	-1	0	desconocido	no
30	blue-collar	single	secundaria	no	315	no	no	celular	23	jun	1407	1	-1	0	desconocido	si
38	blue-collar	married	secundaria	no	121	si	si	celular	6	feb	168	1	212	2	fracaso	no
32	management	married	terciario	no	820	si	no	celular	17	jul	738	3	-1	0	desconocido	no
52	technician	married	secundaria	no	195	si	no	celular	18	feb	220	1	63	5	fracaso	si
48	management	divorced	terciario	no	108	si	no	desconocido	27	may	89	2	-1	0	desconocido	no
36	management	married	terciario	no	-381	si	no	celular	31	jul	30	29	-1	0	desconocido	no
45	unemployed	divorced	primaria	no	757	no	no	celular	20	apr	103	1	325	4	fracaso	no
34	technician	married	terciario	no	691	si	si	desconocido	2	jun	70	1	-1	0	desconocido	no
36	blue-collar	married	primaria	no	1925	si	no	celular	20	apr	904	2	-1	0	desconocido	si
34	management	married	terciario	no	902	si	no	celular	14	may	159	1	367	2	otro	no
61	retired	married	secundaria	no	5207	no	no	celular	11	sep	336	1	81	2	otro	no
54	services	married	secundaria	no	0	no	no	desconocido	19	jun	220	1	-1	0	desconocido	no
50	entrepreneur	married	secundaria	no	665	no	no	teléfono	17	nov	238	1	-1	0	desconocido	no
43	admin.	divorced	secundaria	no	738	si	no	celular	21	nov	585	4	191	4	fracaso	no
