EDAD	TRABAJO	PESOFIN	EDUCACION	EDUCACIONNUM	ESTADOCIV	OCUPACION	RELACION	RAZA	SEXO	CAPGANADO	CAPPERD	HORASEMA	PAISC	INGRESO
55	 Privado	110871	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
36	 Privado	192704	 12th	8	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Masculino	4650	0	50	 Estados-Unidos	 <=50K
47		224108	 HS-grad	9	Viudo		No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
28	 Privado	78870	 Bachelors	13	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	8614	0	40	 Estados-Unidos	 >50K
42	 Privado	107762	 Masters	14	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
51	 Privado	183611	 Assoc-acdm	12	Divorciado	 Exec-magerial	No-casado	 Blanca	 Masculino	0	0	55	Alemania	 <=50K
62	 Local-gov	249078	 Bachelors	13	Divorciado	 Prof-specialty	 Not-in-family	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
65	 Self-emp-inc	208452	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	35	 Estados-Unidos	 >50K
23	 Privado	302195	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
60		199947	 HS-grad	9	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	32	 Estados-Unidos	 <=50K
47	 Privado	379118	 7th-8th	4	Casado-civil	 Craft-repair	 Esposo	 Negra	 Masculino	0	0	60	 Estados-Unidos	 >50K
50	 Self-emp-inc	174855	 HS-grad	9	Divorciado	 Exec-magerial	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
70		173736	 Bachelors	13	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	6	 Estados-Unidos	 <=50K
32	 Self-emp-not-inc	39369	 Bachelors	13	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
37	 Federal-gov	196348	 Some-college	10	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
31	 Privado	340917	 HS-grad	9	 Nunca-casado	 Craft-repair	No-casado	 Blanca	 Masculino	14344	0	40	 Estados-Unidos	 >50K
76	 Privado	97077	 10th	6	Viudo	 Sales	No-casado	 Negra	 Femenino	0	0	12	 Estados-Unidos	 <=50K
54	 Privado	200098	 Bachelors	13	Divorciado	 Sales	 Not-in-family	 Negra	 Femenino	0	0	60	 Estados-Unidos	 <=50K
32	 Federal-gov	127651	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
31	 Privado	315128	 Some-college	10	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	52	 Estados-Unidos	 <=50K
31	 Federal-gov	206823	 Bachelors	13	Divorciado	 Protective-serv	 Not-in-family	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
65	 Self-emp-not-inc	316093	 Prof-school	15	Divorciado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	1668	40	 Estados-Unidos	 <=50K
30	 Privado	112115	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	60	 Ireland	 >50K
63		203821	 HS-grad	9	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
21	 Privado	250051	 Some-college	10	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Femenino	0	0	10	 Estados-Unidos	 <=50K
40	 Federal-gov	298635	 Masters	14	Casado-civil	 Tech-support	 Esposo	 Asian-Pac-Islander	 Masculino	0	1902	40	 Philippines	 >50K
26	 State-gov	109193	 Some-college	10	 Nunca-casado	 Craft-repair	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
18	 Privado	130849	 11th	7	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	8	 Estados-Unidos	 <=50K
34	 Local-gov	43959	 HS-grad	9	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
66	 Local-gov	222810	 Some-college	10	Divorciado	 Other-service	 Other-relative	 Blanca	 Femenino	7896	0	40		 >50K
44	 Self-emp-not-inc	27242	 Some-college	10	 Nunca-casado	 Farming-fishing	Niño-propio	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
30	 Privado	53158	 Assoc-acdm	12	 Nunca-casado	 Tech-support	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
36	 Self-emp-not-inc	206520	 Bachelors	13	 Nunca-casado	 Craft-repair	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
31	 Privado	164190	 Some-college	10	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
22	 Privado	287988	 Some-college	10	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
28		200819	 7th-8th	4	Divorciado		Niño-propio	 Blanca	 Masculino	0	0	84	 Estados-Unidos	 <=50K
23	 Privado	83891	 HS-grad	9	 Nunca-casado	 Sales	Niño-propio	 Asian-Pac-Islander	 Masculino	0	0	40	 Estados-Unidos	 <=50K
49	 Privado	65087	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	15024	0	50	 Estados-Unidos	 >50K
39	 Self-emp-not-inc	363418	 Bachelors	13	Separado	 Craft-repair	Niño-propio	 Blanca	 Masculino	0	0	35	 Estados-Unidos	 <=50K
67		182378	 Bachelors	13	Casado-civil		 Esposo	 Blanca	 Masculino	9386	0	60	 Estados-Unidos	 >50K
19	 Privado	278870	 Some-college	10	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Masculino	0	0	16	 Estados-Unidos	 <=50K
30	 Privado	174789	 Assoc-acdm	12	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	1848	50	 Estados-Unidos	 >50K
25	 Privado	228608	 Some-college	10	 Nunca-casado	 Craft-repair	 Other-relative	 Asian-Pac-Islander	 Femenino	0	0	40	 Cambodia	 <=50K
24	 Privado	184400	 HS-grad	9	 Nunca-casado	 Transport-moving	Niño-propio	 Asian-Pac-Islander	 Masculino	0	0	30		 <=50K
46	 Privado	263568	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
37	 Privado	117381	 Masters	14	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
41	 Federal-gov	83411	 HS-grad	9	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
40	 Self-emp-not-inc	49156	 Some-college	10	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
44	 Privado	421449	 HS-grad	9	Divorciado	 Adm-clerical	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
32	 Privado	238944	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
58	 Privado	188982	 HS-grad	9	Casado-civil	 Handlers-cleaners	 Esposo	 Negra	 Masculino	0	0	20	 Estados-Unidos	 >50K
48	 Privado	175925	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	48	 Estados-Unidos	 <=50K
34	 Privado	164190	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
29	 Privado	232914	 Assoc-voc	11	 Nunca-casado	 Adm-clerical	Niño-propio	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
46	 Self-emp-inc	120121	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
36	 Local-gov	180805	 HS-grad	9	 Nunca-casado	 Transport-moving	 Not-in-family	 Asian-Pac-Islander	 Masculino	0	0	40	 Estados-Unidos	 <=50K
59	 Local-gov	161944	 Bachelors	13	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	38	 Estados-Unidos	 <=50K
29	 Privado	319149	 12th	8	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	40	 Mexico	 <=50K
50		22428	 Masters	14	 Nunca-casado		 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
25	 Privado	290528	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
27	 Privado	123984	 Assoc-acdm	12	 Nunca-casado	 Other-service	 Not-in-family	 Asian-Pac-Islander	 Femenino	0	0	35	 Philippines	 <=50K
48	 Privado	34186	 HS-grad	9	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	70	 Estados-Unidos	 <=50K
51	 Federal-gov	282680	 Doctorate	16	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	1564	70	 Estados-Unidos	 >50K
36	 Privado	183892	 HS-grad	9	Divorciado	 Transport-moving	 Not-in-family	 Blanca	 Masculino	8614	0	45	 Estados-Unidos	 >50K
42	 Local-gov	195124	 11th	7	Divorciado	 Sales	No-casado	 Blanca	 Masculino	7430	0	50	 Puerto-Rico	 >50K
49	 State-gov	55938	 Bachelors	13	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
33	 Privado	209900	 Some-college	10	 Nunca-casado	 Tech-support	Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
40	 Privado	179717	 Bachelors	13	Divorciado	 Sales	 Not-in-family	 Blanca	 Masculino	0	1564	60	 Estados-Unidos	 >50K
26	 Privado	150361	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
69		164102	 HS-grad	9	Divorciado		 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 >50K
59	 Privado	252714	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	30	 Italy	 <=50K
30	 Privado	205204	 HS-grad	9	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
31	 Local-gov	168906	 Assoc-acdm	12	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
30	 Privado	112115	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
27	 Privado	116531	 Bachelors	13	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
20		202994	 Some-college	10	 Nunca-casado		Niño-propio	 Blanca	 Femenino	0	0	16	 Estados-Unidos	 <=50K
56	 Privado	191917	 Assoc-acdm	12	Divorciado	 Adm-clerical	No-casado	 Blanca	 Femenino	4101	0	40	 Estados-Unidos	 <=50K
24	 Privado	341294	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
47	 Privado	216734	 Bachelors	13	Divorciado	 Sales	No-casado	 Blanca	 Femenino	0	0	50	 Estados-Unidos	 <=50K
51	 Privado	182187	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Negra	 Masculino	0	0	35	 Estados-Unidos	 <=50K
34	 Privado	424988	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
47	 Privado	379118	 HS-grad	9	Divorciado	 Other-service	No-casado	 Negra	 Masculino	0	0	9	 Estados-Unidos	 <=50K
47	 Privado	168232	 Some-college	10	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	44	 Estados-Unidos	 >50K
20	 Privado	147171	 Some-college	10	 Nunca-casado	 Adm-clerical	No-casado	 Asian-Pac-Islander	 Femenino	0	0	40	 Vietm	 <=50K
34	 Self-emp-inc	207668	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	54		 >50K
31	 Privado	193650	 11th	7	Divorciado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
42	 Privado	200187	 Assoc-voc	11	Divorciado	 Other-service	No-casado	 Blanca	 Femenino	0	0	32	 Estados-Unidos	 <=50K
52	 Privado	188644	 5th-6th	3	 Casado-conyuge-ausente	 Craft-repair	 Other-relative	 Blanca	 Masculino	0	0	40	 Mexico	 <=50K
56	 Privado	398067	 HS-grad	9	Viudo	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
53	 Privado	29658	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
26	 Privado	154966	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
81	 Privado	364099	 Some-college	10	Divorciado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	20	 Estados-Unidos	 <=50K
28		291374	 10th	6	 Nunca-casado		No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
57	 Federal-gov	97837	 Some-college	10	Divorciado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	48	 Estados-Unidos	 >50K
34	 Privado	117983	 HS-grad	9	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
31		345497	 10th	6	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
24	 Privado	64167	 Assoc-voc	11	 Nunca-casado	 Tech-support	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
20	 Privado	315877	 HS-grad	9	 Nunca-casado	 Other-service	No-casado	 Blanca	 Masculino	0	2001	40	 Estados-Unidos	 <=50K
68	 Federal-gov	232151	 Some-college	10	Divorciado	 Adm-clerical	 Other-relative	 Negra	 Femenino	2346	0	40	 Estados-Unidos	 <=50K
60	 Privado	225526	 HS-grad	9	Separado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	32	 Estados-Unidos	 <=50K
37	 Federal-gov	289653	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
25	 Privado	179462	 7th-8th	4	 Nunca-casado	 Handlers-cleaners	No-casado	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
36	 Federal-gov	67317	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
45	 Privado	77764	 Assoc-acdm	12	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
34	 Privado	253438	 Some-college	10	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
31	 Privado	150309	 Bachelors	13	Separado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	70	 Estados-Unidos	 <=50K
47	 Self-emp-not-inc	83064	 Bachelors	13	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
60	 Self-emp-not-inc	376973	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	42	 Estados-Unidos	 >50K
75	 Privado	311184	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	24	 Estados-Unidos	 <=50K
43	 Local-gov	159449	 Some-college	10	Casado-civil	 Protective-serv	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
18	 Privado	168288	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
25	 Privado	74883	 Bachelors	13	 Nunca-casado	 Tech-support	 Not-in-family	 Asian-Pac-Islander	 Femenino	0	1092	40	 Philippines	 <=50K
20	 Privado	275190	 HS-grad	9	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
32	 Privado	189838	 HS-grad	9	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	50	 Estados-Unidos	 <=50K
57	 Self-emp-inc	101338	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
43	 Privado	331894	 Some-college	10	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
18	 Self-emp-not-inc	40293	 HS-grad	9	 Nunca-casado	 Farming-fishing	 Other-relative	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
41	 Local-gov	88904	 Bachelors	13	Separado	 Prof-specialty	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
48	 Privado	145041	 HS-grad	9	 Nunca-casado	 Machine-op-inspct	 Other-relative	 Blanca	 Masculino	0	0	40	 Dominican-Republic	 <=50K
35	 Privado	46385	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	5178	0	90	 Estados-Unidos	 >50K
41	 State-gov	363591	 Assoc-voc	11	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	183327	 HS-grad	9	 Nunca-casado	 Craft-repair	Niño-propio	 Negra	 Femenino	0	1594	20	 Estados-Unidos	 <=50K
32	 State-gov	182556	 Bachelors	13	Casado-civil	 Protective-serv	 Esposo	 Blanca	 Masculino	0	1887	45	 Estados-Unidos	 >50K
33	 Privado	267859	 HS-grad	9	 Nunca-casado	 Craft-repair	Niño-propio	 Blanca	 Masculino	0	0	40	 El-Salvador	 <=50K
58	 Privado	190747	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
22	 Privado	162869	 Some-college	10	 Nunca-casado	 Sales	 Other-relative	 Blanca	 Masculino	0	0	65	 Estados-Unidos	 <=50K
33	 Privado	141229	 Some-college	10	Divorciado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	50	 Estados-Unidos	 <=50K
42	 Self-emp-not-inc	174216	 Prof-school	15	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	38	 Estados-Unidos	 >50K
25	 Privado	366416	 HS-grad	9	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
39	 Privado	172538	 HS-grad	9	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
35	 Privado	193026	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
50	 Privado	184424	 Some-college	10	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	1902	38	 Estados-Unidos	 >50K
49	 Local-gov	337768	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
25	 Local-gov	179059	 Bachelors	13	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
47	 Federal-gov	99549	 Some-college	10	Divorciado	 Adm-clerical	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
46	 Privado	72619	 Some-college	10	Casado-civil	 Exec-magerial	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 >50K
42	 State-gov	55764	 Assoc-acdm	12	Divorciado	 Prof-specialty	 Not-in-family	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
37	 Privado	30267	 11th	7	 Nunca-casado	 Transport-moving	 Not-in-family	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
25	 Privado	308144	 Bachelors	13	 Nunca-casado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	40	 Mexico	 <=50K
29	 Privado	206351	 10th	6	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	5013	0	40	 Estados-Unidos	 <=50K
26	 Privado	282304	 Some-college	10	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
26		176077	 Some-college	10	 Nunca-casado		No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
45	 Self-emp-inc	142719	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
34	 Privado	114973	 HS-grad	9	Separado	 Exec-magerial	No-casado	 Blanca	 Femenino	0	0	30	 Estados-Unidos	 <=50K
33	 Federal-gov	159548	 Assoc-acdm	12	 Nunca-casado	 Adm-clerical	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
43	 Privado	91209	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
28	 Privado	196564	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
51	 Self-emp-not-inc	149220	 Some-college	10	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	75	 Estados-Unidos	 <=50K
21	 Privado	169699	 Some-college	10	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
23	 Privado	218215	 Assoc-acdm	12	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
30	 Privado	156718	 HS-grad	9	 Nunca-casado	 Tech-support	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
46	 Privado	55720	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
38	 Self-emp-inc	257250	 HS-grad	9	 Nunca-casado	 Farming-fishing	 Not-in-family	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
20	 Privado	194630	 HS-grad	9	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
36	 Privado	398931	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	1485	50	 Estados-Unidos	 >50K
37	 Self-emp-not-inc	362062	 Prof-school	15	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	99999	0	50	 Estados-Unidos	 >50K
44	 Local-gov	101593	 Masters	14	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	1876	42	 Estados-Unidos	 <=50K
33	 Privado	196266	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
45	 Local-gov	197332	 Bachelors	13	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
47	 Privado	97842	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
54	 Privado	86837	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Asian-Pac-Islander	 Masculino	0	1902	40	 Estados-Unidos	 >50K
17	 Privado	57324	 10th	6	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	30	 Estados-Unidos	 <=50K
43	 Privado	116852	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposa	 Blanca	 Femenino	0	0	36	 Portugal	 >50K
45	 Privado	154430	 Bachelors	13	Viudo	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	10520	0	50	 Estados-Unidos	 >50K
37	 Privado	38468	 Some-college	10	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
44	 Local-gov	188808	 Assoc-voc	11	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
55	 Local-gov	177163	 Masters	14	Viudo	 Prof-specialty	No-casado	 Blanca	 Femenino	914	0	50	 Estados-Unidos	 <=50K
41	 Privado	187322	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	0	0	48	 Estados-Unidos	 <=50K
23	 Privado	107578	 Bachelors	13	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Femenino	2174	0	40	 Estados-Unidos	 <=50K
38	 Privado	168680	 Some-college	10	 Nunca-casado	 Adm-clerical	Niño-propio	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	256755	 Bachelors	13	 Nunca-casado	 Handlers-cleaners	 Other-relative	 Blanca	 Femenino	0	0	40	 Cuba	 <=50K
35	 Privado	360799	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	7298	0	40	 Estados-Unidos	 >50K
18	 Privado	188476	 11th	7	 Nunca-casado	 Exec-magerial	Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
47	 Privado	30457	 Assoc-voc	11	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
25	 Privado	252752	 Some-college	10	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	8	 Estados-Unidos	 <=50K
41	 Self-emp-not-inc	443508	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
23	 Privado	244408	 Some-college	10	 Nunca-casado	 Adm-clerical	 Other-relative	 Asian-Pac-Islander	 Femenino	0	0	24	 Vietm	 <=50K
41	 Privado	178983	 HS-grad	9	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
26	 Privado	143068	 Some-college	10	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	2407	0	50	 Estados-Unidos	 <=50K
30	 Local-gov	247328	 Some-college	10	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
42	 Privado	201732	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
35	 Privado	246829	 HS-grad	9	Divorciado	 Exec-magerial	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
28		290267	 Bachelors	13	 Nunca-casado		 Not-in-family	 Blanca	 Masculino	0	0	18	 Estados-Unidos	 <=50K
29	 Privado	119170	 Some-college	10	Separado	 Tech-support	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
21	 Privado	207923	 Some-college	10	 Casado-conyuge-ausente	 Adm-clerical	Niño-propio	 Blanca	 Femenino	0	0	15	 Estados-Unidos	 <=50K
