Valoracion_credito	Edad	Ingresos	Tarjetas_credito	Educacion	Creditos_coche
Bueno	48.50	Alto	5 o más	Bachillerato	2 o más
Bueno	41.98	Alto	5 o más	Universitario	2 o más
Bueno	35.14	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	45.16	Alto	5 o más	Bachillerato	2 o más
Bueno	32.01	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	41.59	Alto	5 o más	Universitario	2 o más
Bueno	32.80	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	46.94	Bajo	5 o más	Bachillerato	2 o más
Bueno	34.47	Medio	5 o más	Bachillerato	2 o más
Bueno	26.52	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.50	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	28.67	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	49.79	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	45.49	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	37.58	Alto	Menos de 5	Bachillerato	2 o más
Bueno	52.45	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	30.69	Medio	5 o más	Universitario	2 o más
Bueno	31.92	Alto	5 o más	Bachillerato	2 o más
Bueno	23.68	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.68	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.95	Alto	5 o más	Bachillerato	2 o más
Bueno	52.77	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.28	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	38.59	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	21.54	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	28.16	Medio	5 o más	Bachillerato	2 o más
Bueno	55.83	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.52	Alto	Menos de 5	Universitario	2 o más
Bueno	26.33	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.33	Alto	5 o más	Bachillerato	2 o más
Bueno	28.66	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	38.79	Alto	5 o más	Universitario	2 o más
Bueno	30.44	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.20	Alto	5 o más	Universitario	2 o más
Bueno	30.16	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	53.62	Medio	5 o más	Bachillerato	2 o más
Bueno	45.96	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	40.89	Medio	5 o más	Universitario	2 o más
Bueno	45.17	Alto	5 o más	Universitario	2 o más
Bueno	50.88	Alto	5 o más	Bachillerato	2 o más
Bueno	39.96	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	32.75	Medio	5 o más	Bachillerato	2 o más
Bueno	22.76	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	24.44	Medio	5 o más	Universitario	2 o más
Bueno	33.45	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.17	Medio	5 o más	Universitario	2 o más
Bueno	39.19	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	33.89	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.33	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.54	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.35	Alto	5 o más	Bachillerato	2 o más
Bueno	51.84	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	24.86	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.55	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.56	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	40.21	Alto	5 o más	Bachillerato	2 o más
Bueno	47.22	Alto	5 o más	Bachillerato	2 o más
Bueno	51.07	Medio	5 o más	Universitario	2 o más
Bueno	36.09	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	31.93	Medio	5 o más	Universitario	2 o más
Bueno	35.58	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.09	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	28.49	Alto	5 o más	Bachillerato	2 o más
Bueno	41.06	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.99	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	41.49	Medio	5 o más	Universitario	2 o más
Bueno	35.57	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	20.42	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.55	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	25.81	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	24.17	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	36.17	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	27.39	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	50.46	Medio	5 o más	Bachillerato	2 o más
Bueno	47.56	Alto	5 o más	Universitario	1 o ninguno
Bueno	20.47	Medio	Menos de 5	Bachillerato	2 o más
Bueno	37.86	Bajo	5 o más	Bachillerato	2 o más
Bueno	31.19	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	34.63	Bajo	5 o más	Universitario	2 o más
Bueno	53.07	Alto	5 o más	Universitario	2 o más
Bueno	34.18	Medio	5 o más	Bachillerato	2 o más
Bueno	39.78	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	36.67	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.18	Medio	Menos de 5	Bachillerato	2 o más
Bueno	33.49	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	30.87	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	26.72	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	40.45	Medio	Menos de 5	Bachillerato	2 o más
Bueno	26.10	Bajo	5 o más	Bachillerato	2 o más
Bueno	36.80	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.90	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	34.77	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	20.97	Alto	5 o más	Bachillerato	2 o más
Bueno	35.23	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	29.92	Bajo	5 o más	Bachillerato	2 o más
Bueno	40.91	Alto	5 o más	Bachillerato	2 o más
Bueno	28.02	Alto	5 o más	Bachillerato	2 o más
Bueno	38.88	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	28.67	Alto	5 o más	Universitario	2 o más
Bueno	36.10	Alto	5 o más	Bachillerato	2 o más
Bueno	38.01	Alto	5 o más	Universitario	2 o más
Bueno	27.70	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	34.32	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	32.93	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	28.58	Medio	5 o más	Universitario	2 o más
Bueno	20.98	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.35	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	51.33	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	49.92	Alto	5 o más	Universitario	2 o más
Bueno	45.97	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	44.47	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.36	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	38.58	Alto	5 o más	Universitario	2 o más
Bueno	32.29	Medio	5 o más	Universitario	1 o ninguno
Bueno	28.06	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	46.18	Medio	5 o más	Universitario	2 o más
Bueno	39.72	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	22.81	Medio	5 o más	Bachillerato	2 o más
Bueno	44.85	Medio	5 o más	Universitario	2 o más
Bueno	46.98	Alto	5 o más	Universitario	2 o más
Bueno	25.16	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	52.57	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.69	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	41.19	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.69	Bajo	5 o más	Universitario	2 o más
Bueno	20.70	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.30	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	44.95	Medio	5 o más	Universitario	2 o más
Bueno	42.23	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.05	Alto	5 o más	Universitario	2 o más
Bueno	30.76	Medio	5 o más	Bachillerato	2 o más
Bueno	35.57	Alto	5 o más	Universitario	2 o más
Bueno	33.76	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	24.22	Alto	5 o más	Universitario	2 o más
Bueno	24.16	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.97	Medio	5 o más	Bachillerato	2 o más
Bueno	35.77	Alto	5 o más	Bachillerato	2 o más
Bueno	38.43	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	46.88	Bajo	5 o más	Universitario	1 o ninguno
Bueno	34.38	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.19	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	43.82	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.10	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	36.42	Bajo	5 o más	Universitario	2 o más
Bueno	30.29	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	25.60	Bajo	5 o más	Universitario	2 o más
Bueno	30.78	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	54.12	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.74	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	47.65	Alto	5 o más	Universitario	2 o más
Bueno	27.76	Bajo	5 o más	Bachillerato	2 o más
Bueno	35.78	Medio	5 o más	Bachillerato	2 o más
Bueno	32.52	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.49	Medio	5 o más	Universitario	2 o más
Bueno	49.48	Medio	5 o más	Bachillerato	2 o más
Bueno	28.27	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.70	Alto	5 o más	Bachillerato	2 o más
Bueno	36.75	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	27.02	Alto	5 o más	Universitario	2 o más
Bueno	37.91	Medio	5 o más	Universitario	1 o ninguno
Bueno	22.88	Medio	5 o más	Bachillerato	2 o más
Bueno	38.99	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	26.60	Alto	5 o más	Universitario	2 o más
Bueno	29.88	Alto	5 o más	Bachillerato	2 o más
Bueno	38.62	Medio	5 o más	Universitario	2 o más
Bueno	29.91	Alto	5 o más	Bachillerato	2 o más
Bueno	40.69	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	38.43	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	30.54	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	22.36	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.71	Alto	5 o más	Universitario	2 o más
Bueno	40.30	Medio	5 o más	Bachillerato	2 o más
Bueno	43.00	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.78	Alto	5 o más	Universitario	2 o más
Bueno	32.24	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	34.80	Medio	5 o más	Bachillerato	2 o más
Bueno	48.15	Alto	5 o más	Bachillerato	2 o más
Bueno	33.27	Bajo	5 o más	Universitario	2 o más
Bueno	36.59	Alto	5 o más	Universitario	2 o más
Bueno	25.51	Medio	5 o más	Universitario	2 o más
Bueno	38.70	Alto	5 o más	Universitario	2 o más
Bueno	24.55	Medio	5 o más	Bachillerato	2 o más
Bueno	23.77	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	35.73	Medio	5 o más	Bachillerato	2 o más
Bueno	31.76	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	41.08	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.30	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.50	Medio	5 o más	Universitario	2 o más
Bueno	44.51	Medio	5 o más	Bachillerato	2 o más
Bueno	25.36	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	31.59	Alto	5 o más	Bachillerato	2 o más
Bueno	42.06	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	25.38	Alto	Menos de 5	Bachillerato	2 o más
Bueno	32.13	Medio	5 o más	Bachillerato	2 o más
Bueno	42.96	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	27.33	Alto	5 o más	Bachillerato	2 o más
Bueno	26.14	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.95	Medio	5 o más	Bachillerato	2 o más
Bueno	59.74	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	37.13	Alto	5 o más	Universitario	2 o más
Bueno	51.71	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	48.21	Alto	5 o más	Bachillerato	2 o más
Bueno	32.88	Alto	5 o más	Bachillerato	2 o más
Bueno	41.43	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	29.83	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	41.42	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.41	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.23	Medio	5 o más	Bachillerato	2 o más
Bueno	24.94	Medio	5 o más	Bachillerato	2 o más
Bueno	42.37	Medio	5 o más	Bachillerato	2 o más
Bueno	24.78	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	44.68	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	24.37	Alto	5 o más	Bachillerato	2 o más
Bueno	30.65	Alto	5 o más	Bachillerato	2 o más
Bueno	52.31	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.91	Medio	5 o más	Bachillerato	2 o más
Bueno	24.69	Alto	5 o más	Bachillerato	2 o más
Bueno	54.46	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	44.54	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.07	Medio	5 o más	Bachillerato	2 o más
Bueno	29.40	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.55	Medio	5 o más	Universitario	2 o más
Bueno	41.03	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.06	Medio	5 o más	Bachillerato	2 o más
Bueno	40.65	Bajo	5 o más	Bachillerato	2 o más
Bueno	34.19	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	26.05	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.11	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.03	Alto	5 o más	Universitario	2 o más
Bueno	33.49	Medio	5 o más	Bachillerato	2 o más
Bueno	25.21	Bajo	5 o más	Bachillerato	2 o más
Bueno	45.72	Medio	5 o más	Universitario	1 o ninguno
Bueno	42.65	Alto	5 o más	Bachillerato	2 o más
Bueno	35.71	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	46.54	Alto	5 o más	Universitario	2 o más
Bueno	26.91	Medio	5 o más	Bachillerato	2 o más
Bueno	36.26	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	57.17	Medio	5 o más	Universitario	2 o más
Bueno	36.20	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	34.04	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.40	Medio	5 o más	Universitario	2 o más
Bueno	39.72	Medio	5 o más	Bachillerato	2 o más
Bueno	32.04	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	45.17	Medio	5 o más	Bachillerato	2 o más
Bueno	29.79	Medio	5 o más	Universitario	2 o más
Bueno	42.14	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	38.17	Medio	5 o más	Universitario	2 o más
Bueno	21.61	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.48	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	41.10	Alto	Menos de 5	Bachillerato	2 o más
Bueno	23.50	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	29.53	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	21.63	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.30	Alto	5 o más	Universitario	2 o más
Bueno	34.85	Alto	5 o más	Bachillerato	2 o más
Bueno	44.77	Alto	5 o más	Universitario	2 o más
Bueno	30.93	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	38.60	Alto	5 o más	Bachillerato	2 o más
Bueno	35.06	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.69	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	27.96	Medio	5 o más	Universitario	2 o más
Bueno	43.42	Alto	Menos de 5	Bachillerato	2 o más
Bueno	44.26	Alto	5 o más	Bachillerato	2 o más
Bueno	26.36	Alto	5 o más	Universitario	2 o más
Bueno	36.69	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.43	Alto	5 o más	Bachillerato	2 o más
Bueno	21.20	Alto	5 o más	Universitario	1 o ninguno
Bueno	52.12	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.56	Medio	5 o más	Universitario	2 o más
Bueno	41.22	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	28.11	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	44.03	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.73	Alto	5 o más	Bachillerato	2 o más
Bueno	39.59	Alto	5 o más	Universitario	2 o más
Bueno	49.42	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	48.67	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	38.87	Medio	5 o más	Bachillerato	2 o más
Bueno	21.51	Medio	5 o más	Universitario	2 o más
Bueno	26.62	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	35.49	Medio	5 o más	Universitario	2 o más
Bueno	37.07	Bajo	5 o más	Universitario	1 o ninguno
Bueno	59.15	Alto	5 o más	Bachillerato	2 o más
Bueno	34.82	Alto	5 o más	Universitario	2 o más
Bueno	35.49	Alto	5 o más	Universitario	2 o más
Bueno	43.64	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	23.85	Bajo	5 o más	Universitario	1 o ninguno
Bueno	42.87	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.56	Medio	5 o más	Bachillerato	2 o más
Bueno	20.75	Alto	5 o más	Universitario	1 o ninguno
Bueno	36.54	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	48.30	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	29.27	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	34.51	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	38.95	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	57.51	Alto	Menos de 5	Bachillerato	2 o más
Bueno	30.26	Medio	5 o más	Bachillerato	2 o más
Bueno	39.81	Medio	5 o más	Bachillerato	2 o más
Bueno	30.24	Medio	5 o más	Bachillerato	2 o más
Bueno	43.02	Alto	Menos de 5	Bachillerato	2 o más
Bueno	57.86	Medio	5 o más	Bachillerato	2 o más
Bueno	27.07	Alto	5 o más	Bachillerato	2 o más
Bueno	25.67	Alto	5 o más	Bachillerato	2 o más
Bueno	34.13	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	23.88	Medio	5 o más	Universitario	2 o más
Bueno	42.21	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	30.94	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.41	Alto	5 o más	Bachillerato	2 o más
Bueno	39.22	Medio	5 o más	Universitario	2 o más
Bueno	35.65	Medio	Menos de 5	Bachillerato	2 o más
Bueno	29.48	Medio	5 o más	Universitario	2 o más
Bueno	24.67	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	42.13	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	44.02	Alto	5 o más	Bachillerato	2 o más
Bueno	39.68	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.75	Medio	5 o más	Universitario	2 o más
Bueno	40.09	Alto	5 o más	Bachillerato	2 o más
Bueno	25.26	Medio	5 o más	Universitario	2 o más
Bueno	28.36	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	35.44	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.30	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	23.88	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	23.10	Alto	5 o más	Universitario	2 o más
Bueno	35.35	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.56	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	23.50	Medio	5 o más	Bachillerato	2 o más
Bueno	42.50	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	21.66	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	22.29	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.96	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	43.95	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	37.33	Alto	5 o más	Bachillerato	2 o más
Bueno	26.88	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	37.52	Medio	5 o más	Universitario	2 o más
Bueno	43.27	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	50.66	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	33.37	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.40	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.64	Medio	5 o más	Bachillerato	2 o más
Bueno	25.47	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	38.69	Medio	Menos de 5	Bachillerato	2 o más
Bueno	37.96	Alto	5 o más	Universitario	2 o más
Bueno	30.38	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	44.77	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	32.75	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	37.09	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	38.24	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	46.38	Medio	5 o más	Universitario	2 o más
Bueno	44.15	Medio	Menos de 5	Bachillerato	2 o más
Bueno	39.11	Medio	5 o más	Bachillerato	2 o más
Bueno	31.13	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	36.23	Alto	5 o más	Universitario	2 o más
Bueno	46.42	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.03	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	26.85	Alto	5 o más	Universitario	2 o más
Bueno	34.89	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.10	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	38.53	Bajo	5 o más	Bachillerato	2 o más
Bueno	32.28	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.76	Alto	5 o más	Bachillerato	2 o más
Bueno	33.94	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.79	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.31	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	26.07	Medio	5 o más	Universitario	2 o más
Bueno	38.84	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	46.51	Medio	5 o más	Bachillerato	2 o más
Bueno	35.07	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	43.35	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.00	Alto	5 o más	Universitario	2 o más
Bueno	42.83	Alto	5 o más	Universitario	2 o más
Bueno	48.05	Alto	Menos de 5	Universitario	2 o más
Bueno	26.56	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	26.12	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.49	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.02	Medio	5 o más	Universitario	2 o más
Bueno	41.74	Medio	5 o más	Bachillerato	2 o más
Bueno	49.36	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	21.69	Alto	5 o más	Universitario	2 o más
Bueno	40.49	Medio	5 o más	Universitario	2 o más
Bueno	22.32	Alto	5 o más	Bachillerato	2 o más
Bueno	50.69	Medio	5 o más	Universitario	2 o más
Bueno	46.58	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	42.10	Medio	Menos de 5	Bachillerato	2 o más
Bueno	32.75	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	57.36	Medio	5 o más	Universitario	2 o más
Bueno	30.33	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	42.25	Alto	5 o más	Universitario	2 o más
Bueno	31.74	Bajo	5 o más	Universitario	2 o más
Bueno	28.95	Alto	5 o más	Universitario	2 o más
Bueno	39.11	Medio	5 o más	Universitario	2 o más
Bueno	44.20	Medio	5 o más	Universitario	2 o más
Bueno	27.37	Medio	Menos de 5	Universitario	2 o más
Bueno	61.67	Medio	5 o más	Universitario	2 o más
Bueno	34.11	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	22.63	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	46.90	Medio	5 o más	Bachillerato	2 o más
Bueno	41.44	Alto	Menos de 5	Bachillerato	2 o más
Bueno	26.55	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	40.94	Medio	Menos de 5	Universitario	2 o más
Bueno	26.09	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.42	Alto	5 o más	Universitario	2 o más
Bueno	40.44	Alto	5 o más	Universitario	2 o más
Bueno	44.67	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.08	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	54.20	Medio	5 o más	Bachillerato	2 o más
Bueno	32.60	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	44.45	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.75	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	29.62	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.55	Alto	5 o más	Universitario	2 o más
Bueno	31.84	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	32.20	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	41.44	Medio	5 o más	Universitario	1 o ninguno
Bueno	28.89	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	32.27	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	50.90	Alto	5 o más	Bachillerato	2 o más
Bueno	41.66	Alto	Menos de 5	Universitario	2 o más
Bueno	21.45	Medio	5 o más	Bachillerato	2 o más
Bueno	30.47	Alto	5 o más	Bachillerato	2 o más
Bueno	44.85	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.31	Medio	5 o más	Bachillerato	2 o más
Bueno	46.00	Alto	5 o más	Universitario	2 o más
Bueno	36.01	Medio	5 o más	Universitario	2 o más
Bueno	38.81	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.02	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.89	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	32.10	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.75	Alto	5 o más	Universitario	2 o más
Bueno	39.48	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	25.77	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	47.82	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.87	Alto	5 o más	Universitario	2 o más
Bueno	25.92	Medio	5 o más	Universitario	2 o más
Bueno	29.72	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	56.27	Medio	5 o más	Bachillerato	2 o más
Bueno	49.08	Alto	Menos de 5	Universitario	2 o más
Bueno	26.52	Alto	5 o más	Universitario	2 o más
Bueno	24.08	Alto	5 o más	Universitario	2 o más
Bueno	26.99	Medio	Menos de 5	Bachillerato	2 o más
Bueno	47.14	Alto	5 o más	Bachillerato	2 o más
Bueno	27.59	Medio	Menos de 5	Bachillerato	1 o ninguno
